#{"t_start": 1762645155.5664227, "env_id": "None"}
r,l,t
1.19,5,16.733758
1.19,5,16.745619
1.14,4,16.754034
-0.92,5,16.76731
1.33,8,16.792554
1.14,4,16.803951
-0.74,9,16.829237
1.14,4,16.83731
1.2,6,16.854866
1.14,4,16.867179
1.14,4,16.87659
1.23,7,16.897061
1.14,4,16.907511
-0.56,8,16.931588
-0.93,6,16.946739
-0.66,7,16.968159
-0.86,4,16.979065
1.18,6,16.997665
-0.86,5,17.010563
1.14,4,17.020419
1.13,5,17.033034
-0.81,5,17.087428
-0.78,7,17.115468
1.18,6,17.13126
1.19,5,17.143071
-0.86,5,17.155886
1.19,5,17.170384
1.19,5,17.183645
1.14,4,17.194745
-0.86,5,17.210448
1.18,6,17.228158
1.14,4,17.239825
1.14,4,17.251679
1.14,4,17.263555
1.19,5,17.278194
1.19,5,17.293062
1.14,4,17.304498
1.29,6,17.321104
1.29,6,17.337189
1.14,4,17.347829
1.14,4,17.358109
1.19,5,17.372665
1.19,5,17.387975
1.14,4,17.399248
1.14,4,17.410563
1.14,4,17.421877
-0.81,6,17.436387
1.17,7,17.456479
1.14,4,17.466187
-0.77,7,17.484141
1.22,8,17.503685
-0.91,4,17.515414
1.19,5,17.530827
1.14,4,17.542389
-0.87,5,17.553943
1.13,5,17.567283
1.19,5,17.581203
1.19,5,17.594961
1.19,5,17.610142
-0.82,6,17.630129
1.14,4,17.641846
-0.67,8,17.664563
-0.91,4,17.677025
-0.91,4,17.687048
-0.81,5,17.700446
1.14,4,17.71149
-1.03,4,17.724754
1.19,5,17.739834
1.29,6,17.758405
-0.76,6,17.773427
-0.71,9,17.800026
1.14,4,17.810612
1.14,4,17.822575
1.24,6,17.840713
-0.81,6,17.86115
1.19,5,17.87285
-0.82,7,17.894513
1.36,7,17.915522
1.24,6,17.933632
1.14,4,17.945342
1.13,5,17.960112
1.13,5,17.975537
1.14,4,17.987068
-0.78,8,18.010319
1.14,4,18.022058
1.14,4,18.032148
-0.97,4,18.044459
-0.91,4,18.057754
1.19,5,18.072778
1.33,8,18.097431
1.14,4,18.105392
1.14,4,18.116915
-0.91,4,18.130174
1.19,5,18.140548
1.14,4,18.149937
1.14,4,18.160422
1.28,8,18.182351
-0.86,4,18.193629
1.14,4,18.204905
1.14,4,18.216196
1.14,4,18.228102
1.14,4,18.239683
1.24,5,18.254688
-0.91,4,18.266832
1.14,4,18.277739
1.19,5,18.291326
1.34,7,18.311802
1.14,4,18.322849
1.19,5,18.338418
-0.81,5,18.354769
1.33,8,18.376034
1.14,4,18.386517
1.14,4,18.398303
-0.91,4,18.410362
1.19,5,18.422301
-0.81,5,18.437823
-0.71,6,18.452382
1.14,4,18.462522
1.19,5,18.477422
-0.91,4,18.489793
-0.81,5,18.50622
-0.86,4,18.518694
-0.86,5,18.534456
1.29,6,18.551517
1.19,5,18.56492
1.14,4,18.575138
1.29,6,18.592457
1.19,5,18.604358
-0.82,6,18.623578
-0.81,5,18.636209
1.14,4,18.646672
-0.86,4,18.657913
-0.86,5,18.669787
1.14,4,18.68135
1.34,7,18.700197
-0.71,6,18.715288
1.14,4,18.726023
1.14,4,18.738199
-0.77,7,18.756038
1.14,4,18.768135
1.14,4,18.780307
1.14,4,18.792442
-0.83,8,18.820145
-0.91,4,18.833243
-0.72,8,18.917802
1.19,5,18.932688
-0.91,4,18.946136
1.14,4,18.957078
1.27,8,18.978232
1.13,5,18.991596
1.14,4,19.003388
1.19,5,19.019927
1.14,4,19.03055
-0.91,4,19.041694
1.14,4,19.050829
1.14,4,19.062697
-0.82,6,19.077454
-0.82,6,19.094675
1.33,8,19.1191
1.19,5,19.134227
1.14,4,19.146315
-0.66,8,19.171977
1.19,5,19.187551
-0.85,6,19.207371
-0.71,6,19.226627
-0.82,6,19.24696
1.14,4,19.257759
1.15,6,19.271675
1.33,8,19.294709
-0.93,6,19.309452
-0.76,5,19.324328
1.14,4,19.335665
1.19,5,19.349133
1.19,5,19.362348
1.13,5,19.376634
1.14,4,19.388342
1.19,5,19.403719
1.14,4,19.415751
-0.76,6,20.087135
1.14,4,20.098583
-0.81,5,20.11488
1.14,4,20.123122
1.19,5,20.136114
1.14,4,20.146834
1.14,4,20.157511
-0.81,5,20.172292
1.14,4,20.183416
1.19,5,20.198349
1.14,4,20.210088
1.14,4,20.2214
1.14,4,20.231676
1.23,7,20.251856
1.14,4,20.264815
1.19,5,20.277448
1.14,4,20.287827
1.29,6,20.304457
-0.76,6,20.320988
