#{"t_start": 1762603494.1032178, "env_id": "None"}
r,l,t
0.55,15,31.683676
-0.05,12,31.726425
2.47,12,31.762147
2.38,16,31.819289
-0.37,15,31.867737
1.26,14,31.913853
0.49,8,31.942291
2.47,10,31.978109
1.47,13,32.018684
-0.24,9,32.049117
3.64,17,32.100818
0.87,12,32.138227
0.27,10,32.170481
1.57,14,32.21602
2.78,11,32.246726
1.75,10,32.28191
3.57,13,32.319596
0.38,11,32.352615
1.65,17,32.394881
1.35,16,32.444493
2.67,18,32.502432
0.68,11,32.536457
1.49,12,32.571743
2.36,15,32.620123
0.18,8,32.650375
0.87,13,32.698255
1.66,9,32.729861
0.55,16,32.784328
0.69,10,32.819965
0.18,8,32.852931
-0.05,13,32.893236
3.02,17,32.947966
2.24,13,32.992889
1.76,10,33.032844
1.37,12,33.082568
1.09,11,33.118896
0.95,18,33.186249
1.08,13,33.24134
1.05,15,33.285337
2.18,9,33.326306
3.95,17,33.38593
1.79,12,33.438027
3.17,18,33.507914
1.86,14,33.553466
0.67,11,33.601193
1.94,17,33.663829
-0.93,5,33.679925
0.85,15,33.733812
-0.13,10,33.76322
1.09,10,33.799109
1.44,16,33.851638
0.46,11,33.889445
-0.12,9,33.916501
3.29,10,33.949411
2.48,9,33.979828
0.88,13,34.016526
-0.54,10,34.046728
-0.03,8,34.078652
0.67,12,34.114039
0.34,15,34.166892
1.97,18,34.220458
4.18,15,34.274386
0.27,11,34.309077
1.85,16,34.361954
1.64,17,34.414052
2.16,11,34.444355
0.95,17,34.501424
1.48,12,34.534958
3.99,12,34.573412
1.36,16,34.674739
1.58,13,34.714429
0.36,13,34.755364
0.78,11,34.785723
1.45,17,34.839705
1.95,10,34.87007
2.45,14,34.914049
0.87,11,34.949908
2.98,13,34.991959
0.88,13,35.031319
1.79,12,35.067054
1.34,20,35.12449
1.38,13,35.170897
0.27,10,35.207263
0.43,16,35.264389
2.27,16,35.312363
0.49,8,35.341872
1.57,13,35.379444
2.29,9,35.408093
2.78,11,35.440691
3.28,13,35.484488
2.28,10,35.514725
1.94,17,35.564979
2.88,15,35.619047
0.29,9,35.643969
1.15,16,35.691487
2.06,18,35.745113
1.02,18,35.796255
3.57,14,35.839136
2.95,16,35.883712
0.64,15,35.927319
2.77,16,35.977543
0.38,10,36.012125
1.35,14,36.06064
0.64,16,36.148904
3.39,17,36.210155
-0.16,12,36.243977
1.46,16,36.2992
3.28,13,36.343365
1.38,14,36.38671
0.23,14,36.430159
0.28,10,36.460566
4.28,12,36.502033
2.57,14,36.54517
2.85,15,36.58633
2.07,14,36.627556
1.97,17,36.6775
1.19,11,36.712338
0.26,12,36.747194
0.46,11,36.779073
2.28,10,36.807985
1.08,11,36.841725
2.57,11,36.879369
1.16,14,36.923946
0.46,10,36.958723
0.56,13,37.003445
1.36,15,37.048306
2.75,18,37.109804
2.58,10,37.13549
0.23,15,37.182197
-0.13,9,37.210671
1.17,13,37.257265
-0.31,6,37.27841
1.97,17,37.33188
2.85,15,37.380238
0.05,14,37.418104
0.88,13,37.469461
0.18,9,37.496247
0.53,14,37.538163
2.68,11,37.572466
1.56,8,37.597165
2.88,10,37.629385
2.85,13,37.66644
